State,Year,Group_Name,Sub_Group_Name,Property Recovered,Property Stolen,Value of Property Recovered,Value of Property Stolen
South Dakota,2003,Dacoity -Property,Dacoity,42,119,"17,63,379.60","1,12,28,283.00"
California,2003,Dacoity -Property,Dacoity,1,3,"12,000.00","42,977.00"
Hawaii,2003,Dacoity -Property,Dacoity,2,3,"12,00,000.00","47,77,309.90"
New York,2003,Dacoity -Property,Dacoity,28,24,"51,66,000.00","98,13,650.00"
Idaho,2003,Dacoity -Property,Dacoity,1,3,"3,06,000.00","14,33,300.00"
Minnesota,2003,Dacoity -Property,Dacoity,153,281,"3,23,31,742.80","6,44,54,286.60"
Georgia,2003,Dacoity -Property,Dacoity,52,54,"1,76,74,860.00","2,38,81,365.20"
Kansas,2003,Dacoity -Property,Dacoity,4,7,"5,70,984.00","9,13,379.50"
Indiana,2003,Dacoity -Property,Dacoity,4,20,"60,50,640.00","61,13,965.00"
South Carolina,2003,Dacoity -Property,Dacoity,159,580,"72,98,418.00","2,28,62,599.10"
Michigan,2003,Dacoity -Property,Dacoity,141,187,"1,74,08,314.80","3,22,54,919.40"
Missouri,2003,Dacoity -Property,Dacoity,59,100,"1,26,01,279.20","2,85,47,395.80"
Arizona,2003,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2003,Dacoity -Property,Dacoity,106,130,"1,63,95,566.40","2,51,28,064.50"
Arkansas,2003,Dacoity -Property,Dacoity,294,428,"3,91,22,282.40","9,64,49,897.50"
Ohio,2003,Dacoity -Property,Dacoity,1,3,"1,50,000.00","1,65,000.00"
West Virginia,2003,Dacoity -Property,Dacoity,5,71,"1,80,120.00","1,01,96,996.70"
Utah,2003,Dacoity -Property,Dacoity,1,4,"1,800.00","4,31,491.50"
North Dakota,2003,Dacoity -Property,Dacoity,3,16,"6,20,400.00","23,59,564.90"
Louisiana,2003,Dacoity -Property,Dacoity,104,150,"45,47,588.40","1,39,08,435.20"
Pennsylvania,2003,Dacoity -Property,Dacoity,2,2,"75,240.00","5,73,870.00"
Oregon,2003,Dacoity -Property,Dacoity,23,26,"15,88,440.00","50,84,987.60"
Vermont,2003,Dacoity -Property,Dacoity,22,29,"57,01,512.00","75,06,656.30"
Guam,2003,Dacoity -Property,Dacoity,1,2,"41,400.00","1,33,650.00"
Wisconsin,2003,Dacoity -Property,Dacoity,87,81,"9,17,85,565.20","8,72,32,275.90"
Oklahoma,2003,Dacoity -Property,Dacoity,6,31,"1,98,240.00","29,69,489.60"
District of Columbia,2003,Dacoity -Property,Dacoity,151,193,"2,32,21,566.00","5,68,43,541.70"
Texas,2003,Dacoity -Property,Dacoity,14,15,"1,54,200.00","25,55,144.90"
New Mexico,2003,Dacoity -Property,Dacoity,108,184,"1,55,51,678.40","4,33,74,914.00"
Nevada,2004,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2004,Dacoity -Property,Dacoity,84,129,"1,17,25,740.00","1,89,26,670.40"
Maryland,2004,Dacoity -Property,Dacoity,4,26,"9,14,640.00","47,85,740.30"
Delaware,2004,Dacoity -Property,Dacoity,66,306,"38,02,594.80","1,73,10,893.60"
Florida,2004,Dacoity -Property,Dacoity,143,1121,"67,80,816.00","8,86,39,830.40"
Colorado,2004,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
South Dakota,2004,Dacoity -Property,Dacoity,31,90,"54,72,484.80","4,06,71,073.30"
California,2004,Dacoity -Property,Dacoity,3,3,"5,20,260.00","4,97,475.00"
Hawaii,2004,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New York,2004,Dacoity -Property,Dacoity,30,26,"10,44,000.00","49,54,754.20"
Idaho,2004,Dacoity -Property,Dacoity,2,4,"2,43,600.00","5,02,315.00"
Minnesota,2004,Dacoity -Property,Dacoity,163,296,"3,40,95,834.00","11,98,01,871.20"
Georgia,2004,Dacoity -Property,Dacoity,43,44,"1,96,44,948.00","2,08,31,658.10"
Kansas,2004,Dacoity -Property,Dacoity,1,1,"1,620.00","1,485.00"
Indiana,2004,Dacoity -Property,Dacoity,#VALUE!,24,#VALUE!,"88,06,359.10"
South Carolina,2004,Dacoity -Property,Dacoity,153,493,"69,65,125.20","2,86,58,336.30"
Michigan,2004,Dacoity -Property,Dacoity,107,150,"1,30,11,756.00","4,47,73,025.00"
Missouri,2004,Dacoity -Property,Dacoity,57,97,"1,35,75,812.40","3,63,07,361.20"
Arizona,2004,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2004,Dacoity -Property,Dacoity,96,125,"1,89,40,303.20","2,67,92,059.80"
Arkansas,2004,Dacoity -Property,Dacoity,406,530,"4,60,92,940.80","10,87,05,954.50"
Ohio,2004,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"94,050.00"
West Virginia,2004,Dacoity -Property,Dacoity,7,60,"2,97,468.00","28,55,619.80"
Utah,2004,Dacoity -Property,Dacoity,6,9,"28,560.00","59,180.00"
North Dakota,2004,Dacoity -Property,Dacoity,2,8,"1,02,552.00","1,64,835.00"
Louisiana,2004,Dacoity -Property,Dacoity,123,202,"85,02,255.60","1,79,82,760.40"
Pennsylvania,2004,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Oregon,2004,Dacoity -Property,Dacoity,9,14,"5,73,240.00","41,75,975.10"
Vermont,2004,Dacoity -Property,Dacoity,33,46,"1,48,13,458.80","1,81,88,987.30"
Guam,2004,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2004,Dacoity -Property,Dacoity,63,61,"6,01,52,220.00","5,86,65,527.80"
Oklahoma,2004,Dacoity -Property,Dacoity,5,23,"4,30,137.60","19,21,469.00"
District of Columbia,2004,Dacoity -Property,Dacoity,162,216,"2,66,22,634.80","5,22,85,563.00"
Texas,2004,Dacoity -Property,Dacoity,17,26,"13,18,095.60","61,19,125.10"
New Mexico,2004,Dacoity -Property,Dacoity,90,180,"1,06,52,426.40","4,24,30,005.20"
Nevada,2005,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2005,Dacoity -Property,Dacoity,162,208,"2,31,66,663.60","3,29,41,190.70"
Maryland,2005,Dacoity -Property,Dacoity,7,20,"12,78,276.00","21,87,867.00"
Delaware,2005,Dacoity -Property,Dacoity,61,284,"58,80,174.00","2,21,67,621.30"
Florida,2005,Dacoity -Property,Dacoity,163,1030,"51,66,916.80","6,78,17,505.80"
Colorado,2005,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
South Dakota,2005,Dacoity -Property,Dacoity,48,173,"12,58,693.20","95,19,060.10"
California,2005,Dacoity -Property,Dacoity,3,3,"1,40,640.00","1,28,920.00"
Hawaii,2005,Dacoity -Property,Dacoity,2,3,"72,360.00","5,42,630.00"
New York,2005,Dacoity -Property,Dacoity,27,23,"24,54,480.00","1,46,69,595.60"
Idaho,2005,Dacoity -Property,Dacoity,2,2,"19,05,840.00","22,85,331.40"
Minnesota,2005,Dacoity -Property,Dacoity,160,235,"2,10,93,310.80","3,54,99,842.40"
Georgia,2005,Dacoity -Property,Dacoity,78,74,"1,49,81,400.00","2,30,56,412.50"
Kansas,2005,Dacoity -Property,Dacoity,6,5,"15,21,970.80","14,32,427.70"
Indiana,2005,Dacoity -Property,Dacoity,#VALUE!,11,#VALUE!,"2,85,780.00"
South Carolina,2005,Dacoity -Property,Dacoity,125,503,"64,26,900.00","3,34,74,417.90"
Michigan,2005,Dacoity -Property,Dacoity,102,177,"2,58,40,878.00","5,34,09,651.90"
Missouri,2005,Dacoity -Property,Dacoity,48,82,"70,35,000.00","3,90,14,954.00"
Arizona,2005,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2005,Dacoity -Property,Dacoity,97,125,"1,30,22,532.00","1,72,85,382.40"
Arkansas,2005,Dacoity -Property,Dacoity,375,531,"4,10,52,502.80","10,10,51,561.60"
Ohio,2005,Dacoity -Property,Dacoity,#VALUE!,3,#VALUE!,"5,24,700.00"
West Virginia,2005,Dacoity -Property,Dacoity,4,54,"1,61,580.00","1,34,60,012.50"
Utah,2005,Dacoity -Property,Dacoity,1,3,"5,616.00","8,250.00"
North Dakota,2005,Dacoity -Property,Dacoity,5,10,"2,400.00","5,92,152.00"
Louisiana,2005,Dacoity -Property,Dacoity,113,156,"98,21,256.00","2,82,92,647.90"
Pennsylvania,2005,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,#VALUE!
Oregon,2005,Dacoity -Property,Dacoity,23,23,"63,07,714.80","79,18,692.10"
Vermont,2005,Dacoity -Property,Dacoity,31,33,"1,43,39,758.80","1,58,45,346.00"
Guam,2005,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"2,12,300.00"
Wisconsin,2005,Dacoity -Property,Dacoity,68,62,"3,24,69,898.80","3,24,65,109.60"
Oklahoma,2005,Dacoity -Property,Dacoity,7,19,"4,62,855.60","19,84,818.00"
District of Columbia,2005,Dacoity -Property,Dacoity,149,184,"4,54,64,385.60","6,65,24,960.70"
Texas,2005,Dacoity -Property,Dacoity,22,37,"25,45,980.00","45,49,724.30"
New Mexico,2005,Dacoity -Property,Dacoity,68,179,"90,33,440.40","2,67,98,173.60"
Nevada,2006,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2006,Dacoity -Property,Dacoity,109,148,"1,77,68,037.60","3,59,35,661.30"
Maryland,2006,Dacoity -Property,Dacoity,10,24,"1,35,060.00","7,43,163.30"
Delaware,2006,Dacoity -Property,Dacoity,45,271,"1,06,81,080.00","2,85,16,378.00"
Florida,2006,Dacoity -Property,Dacoity,160,851,"68,83,770.00","6,64,42,796.20"
Colorado,2006,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,#VALUE!
South Dakota,2006,Dacoity -Property,Dacoity,69,136,"30,58,768.80","1,79,02,264.60"
California,2006,Dacoity -Property,Dacoity,1,4,"12,000.00","9,24,000.00"
Hawaii,2006,Dacoity -Property,Dacoity,1,7,"1,41,360.00","3,25,160.00"
New York,2006,Dacoity -Property,Dacoity,13,12,720,"1,44,79,355.00"
Idaho,2006,Dacoity -Property,Dacoity,1,6,"76,680.00","8,15,629.10"
Minnesota,2006,Dacoity -Property,Dacoity,140,238,"2,37,88,342.80","6,24,49,982.10"
Georgia,2006,Dacoity -Property,Dacoity,92,88,"3,41,80,098.00","3,70,96,092.00"
Kansas,2006,Dacoity -Property,Dacoity,3,6,"5,52,600.00","16,60,797.60"
Indiana,2006,Dacoity -Property,Dacoity,3,9,"58,044.00","1,80,777.30"
South Carolina,2006,Dacoity -Property,Dacoity,119,454,"42,76,154.40","3,42,96,623.90"
Michigan,2006,Dacoity -Property,Dacoity,111,172,"1,55,12,379.60","4,81,09,880.50"
Missouri,2006,Dacoity -Property,Dacoity,56,101,"2,56,14,193.20","6,95,37,595.60"
Arizona,2006,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2006,Dacoity -Property,Dacoity,98,128,"2,12,14,981.20","3,46,96,154.90"
Arkansas,2006,Dacoity -Property,Dacoity,411,560,"4,68,65,652.00","14,35,72,996.60"
Ohio,2006,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"13,72,250.00"
West Virginia,2006,Dacoity -Property,Dacoity,10,48,"5,02,972.80","58,26,574.60"
Utah,2006,Dacoity -Property,Dacoity,2,3,"3,05,082.00","3,15,200.60"
North Dakota,2006,Dacoity -Property,Dacoity,2,13,"71,820.00","7,52,147.00"
Louisiana,2006,Dacoity -Property,Dacoity,141,203,"2,51,36,856.00","4,44,72,285.00"
Pennsylvania,2006,Dacoity -Property,Dacoity,2,2,"2,95,200.00","2,89,300.00"
Oregon,2006,Dacoity -Property,Dacoity,19,30,"22,56,228.00","57,26,481.20"
Vermont,2006,Dacoity -Property,Dacoity,29,30,"28,82,820.00","46,65,475.10"
Guam,2006,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2006,Dacoity -Property,Dacoity,89,81,"3,14,17,045.20","3,35,67,684.70"
Oklahoma,2006,Dacoity -Property,Dacoity,8,15,"5,03,041.20","15,80,188.50"
District of Columbia,2006,Dacoity -Property,Dacoity,87,91,"3,14,83,885.20","4,68,97,561.70"
Texas,2006,Dacoity -Property,Dacoity,17,26,"6,04,366.80","27,93,492.90"
New Mexico,2006,Dacoity -Property,Dacoity,64,150,"65,51,257.20","2,38,34,225.80"
Nevada,2007,Dacoity -Property,Dacoity,2,4,"3,69,600.00","7,12,800.00"
Montana,2007,Dacoity -Property,Dacoity,91,117,"4,38,02,956.80","5,41,99,382.60"
Maryland,2007,Dacoity -Property,Dacoity,9,14,"1,31,748.00","17,88,259.00"
Delaware,2007,Dacoity -Property,Dacoity,50,254,"39,82,593.60","1,60,74,569.50"
Florida,2007,Dacoity -Property,Dacoity,124,583,"1,21,43,538.00","6,66,40,365.00"
Colorado,2007,Dacoity -Property,Dacoity,2,2,"34,800.00","31,900.00"
South Dakota,2007,Dacoity -Property,Dacoity,34,98,"50,61,332.40","87,79,926.10"
California,2007,Dacoity -Property,Dacoity,1,1,"1,440.00","1,320.00"
Hawaii,2007,Dacoity -Property,Dacoity,#VALUE!,3,#VALUE!,"4,33,070.00"
New York,2007,Dacoity -Property,Dacoity,31,29,"15,72,300.00","70,12,115.00"
Idaho,2007,Dacoity -Property,Dacoity,4,6,"13,70,770.80","1,49,57,085.00"
Minnesota,2007,Dacoity -Property,Dacoity,145,197,"2,60,95,017.60","7,65,82,646.80"
Georgia,2007,Dacoity -Property,Dacoity,104,118,"3,30,70,080.00","4,83,12,773.30"
Kansas,2007,Dacoity -Property,Dacoity,3,3,"18,66,120.00","45,01,017.40"
Indiana,2007,Dacoity -Property,Dacoity,2,9,"36,720.00","5,78,160.00"
South Carolina,2007,Dacoity -Property,Dacoity,77,445,"1,35,01,790.40","5,50,43,987.90"
Michigan,2007,Dacoity -Property,Dacoity,114,151,"6,69,87,841.20","10,22,67,239.80"
Missouri,2007,Dacoity -Property,Dacoity,52,92,"1,42,47,223.20","13,36,03,750.50"
Arizona,2007,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2007,Dacoity -Property,Dacoity,86,122,"7,68,37,376.40","9,38,31,875.50"
Arkansas,2007,Dacoity -Property,Dacoity,516,603,"11,95,05,075.60","23,18,32,714.30"
Ohio,2007,Dacoity -Property,Dacoity,#VALUE!,3,#VALUE!,"1,26,439.50"
West Virginia,2007,Dacoity -Property,Dacoity,16,47,"4,66,560.00","39,80,632.70"
Utah,2007,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
North Dakota,2007,Dacoity -Property,Dacoity,1,6,"13,800.00","38,01,908.00"
Louisiana,2007,Dacoity -Property,Dacoity,136,210,"1,77,68,544.00","8,44,33,511.80"
Pennsylvania,2007,Dacoity -Property,Dacoity,1,1,"6,00,000.00","5,50,000.00"
Oregon,2007,Dacoity -Property,Dacoity,31,31,"18,98,281.20","46,88,787.40"
Vermont,2007,Dacoity -Property,Dacoity,38,60,"1,58,67,716.40","2,60,55,494.30"
Guam,2007,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2007,Dacoity -Property,Dacoity,81,75,"6,49,92,674.40","6,62,46,147.00"
Oklahoma,2007,Dacoity -Property,Dacoity,4,12,"17,820.00","16,84,652.20"
District of Columbia,2007,Dacoity -Property,Dacoity,100,106,"1,74,82,776.00","2,94,79,206.90"
Texas,2007,Dacoity -Property,Dacoity,24,28,"9,20,731.20","82,90,984.90"
New Mexico,2007,Dacoity -Property,Dacoity,46,124,"87,36,082.80","3,69,32,864.10"
Nevada,2008,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2008,Dacoity -Property,Dacoity,79,92,"62,11,068.00","2,10,81,825.60"
Maryland,2008,Dacoity -Property,Dacoity,10,12,"13,02,984.00","12,35,542.00"
Delaware,2008,Dacoity -Property,Dacoity,68,265,"53,46,012.00","2,87,49,760.60"
Florida,2008,Dacoity -Property,Dacoity,145,583,"83,52,690.00","5,35,97,113.90"
Colorado,2008,Dacoity -Property,Dacoity,1,1,"1,32,000.00","1,21,000.00"
South Dakota,2008,Dacoity -Property,Dacoity,44,105,"1,07,06,556.00","1,89,37,272.20"
California,2008,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,"40,700.00"
Hawaii,2008,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"16,28,000.00"
New York,2008,Dacoity -Property,Dacoity,18,20,"1,40,79,600.00","2,11,73,900.00"
Idaho,2008,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"6,710.00"
Minnesota,2008,Dacoity -Property,Dacoity,147,208,"2,45,71,411.20","5,22,68,678.00"
Georgia,2008,Dacoity -Property,Dacoity,101,102,"3,34,15,926.00","8,10,53,918.00"
Kansas,2008,Dacoity -Property,Dacoity,5,5,"79,35,765.60","88,34,103.30"
Indiana,2008,Dacoity -Property,Dacoity,2,2,"2,70,000.00","3,07,450.00"
South Carolina,2008,Dacoity -Property,Dacoity,91,354,"54,66,990.00","9,82,74,816.20"
Michigan,2008,Dacoity -Property,Dacoity,176,228,"7,12,80,960.00","11,00,99,770.00"
Missouri,2008,Dacoity -Property,Dacoity,54,72,"72,76,370.40","12,16,13,019.00"
Arizona,2008,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2008,Dacoity -Property,Dacoity,120,136,"2,31,37,972.80","4,14,74,893.90"
Arkansas,2008,Dacoity -Property,Dacoity,579,676,"5,60,89,620.00","22,41,37,444.30"
Ohio,2008,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,"47,300.00"
West Virginia,2008,Dacoity -Property,Dacoity,5,41,"2,89,200.00","27,17,794.20"
Utah,2008,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"1,72,535.00"
North Dakota,2008,Dacoity -Property,Dacoity,2,5,"50,400.00","11,96,250.00"
Louisiana,2008,Dacoity -Property,Dacoity,153,258,"3,74,76,018.00","10,06,43,032.60"
Pennsylvania,2008,Dacoity -Property,Dacoity,10,9,"17,47,680.00","21,15,630.00"
Oregon,2008,Dacoity -Property,Dacoity,33,34,"94,32,033.60","1,05,31,708.00"
Vermont,2008,Dacoity -Property,Dacoity,36,50,"1,78,26,374.40","3,18,34,298.10"
Guam,2008,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,"1,36,950.00"
Wisconsin,2008,Dacoity -Property,Dacoity,92,85,"6,46,08,141.60","7,49,01,930.40"
Oklahoma,2008,Dacoity -Property,Dacoity,#VALUE!,11,#VALUE!,"14,52,132.00"
District of Columbia,2008,Dacoity -Property,Dacoity,86,88,"3,52,31,608.80","4,23,41,447.50"
Texas,2008,Dacoity -Property,Dacoity,6,9,"31,64,400.00","33,28,820.00"
New Mexico,2008,Dacoity -Property,Dacoity,58,156,"67,34,274.00","3,66,92,740.70"
Nevada,2009,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2009,Dacoity -Property,Dacoity,52,86,"1,79,77,824.00","2,69,12,389.90"
Maryland,2009,Dacoity -Property,Dacoity,14,17,"32,65,800.00","49,50,660.00"
Delaware,2009,Dacoity -Property,Dacoity,38,213,"2,77,58,797.20","5,47,24,881.20"
Florida,2009,Dacoity -Property,Dacoity,134,556,"1,00,05,583.20","5,00,92,128.90"
Colorado,2009,Dacoity -Property,Dacoity,4,3,"6,18,000.00","5,66,500.00"
South Dakota,2009,Dacoity -Property,Dacoity,40,114,"30,19,044.00","1,52,82,021.70"
California,2009,Dacoity -Property,Dacoity,4,8,"23,64,720.00","50,27,845.90"
Hawaii,2009,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New York,2009,Dacoity -Property,Dacoity,24,31,"1,46,67,079.20","3,90,26,900.00"
Idaho,2009,Dacoity -Property,Dacoity,2,3,"8,62,638.00","24,80,830.00"
Minnesota,2009,Dacoity -Property,Dacoity,138,207,"4,46,03,600.40","8,11,08,335.00"
Georgia,2009,Dacoity -Property,Dacoity,114,130,"4,14,55,182.00","6,71,00,222.20"
Kansas,2009,Dacoity -Property,Dacoity,4,3,"27,65,640.00","36,45,070.00"
Indiana,2009,Dacoity -Property,Dacoity,1,1,"9,72,000.00","9,18,500.00"
South Carolina,2009,Dacoity -Property,Dacoity,109,350,"73,68,027.60","8,38,07,296.10"
Michigan,2009,Dacoity -Property,Dacoity,182,232,"11,50,32,606.00","12,51,83,162.50"
Missouri,2009,Dacoity -Property,Dacoity,71,87,"2,68,21,768.80","4,54,64,959.10"
Arizona,2009,Dacoity -Property,Dacoity,#VALUE!,3,#VALUE!,"5,50,000.00"
Alaska,2009,Dacoity -Property,Dacoity,88,99,"2,56,33,923.60","3,05,78,216.90"
Arkansas,2009,Dacoity -Property,Dacoity,550,656,"8,63,92,347.60","18,77,26,675.40"
Ohio,2009,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,"38,500.00"
West Virginia,2009,Dacoity -Property,Dacoity,7,51,"2,12,724.00","32,63,000.40"
Utah,2009,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"3,300.00"
North Dakota,2009,Dacoity -Property,Dacoity,#VALUE!,7,#VALUE!,"6,89,727.50"
Louisiana,2009,Dacoity -Property,Dacoity,152,323,"5,45,46,063.60","16,55,04,715.20"
Pennsylvania,2009,Dacoity -Property,Dacoity,7,6,"24,67,200.00","22,62,040.00"
Oregon,2009,Dacoity -Property,Dacoity,32,31,"41,05,020.00","65,29,382.20"
Vermont,2009,Dacoity -Property,Dacoity,46,45,"8,00,06,256.00","8,57,73,341.50"
Guam,2009,Dacoity -Property,Dacoity,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2009,Dacoity -Property,Dacoity,80,82,"4,08,77,163.60","5,19,11,769.80"
Oklahoma,2009,Dacoity -Property,Dacoity,3,6,"2,73,600.00","5,66,500.00"
District of Columbia,2009,Dacoity -Property,Dacoity,114,127,"5,55,79,056.00","9,65,33,720.80"
Texas,2009,Dacoity -Property,Dacoity,22,20,"29,99,400.00","39,59,010.00"
New Mexico,2009,Dacoity -Property,Dacoity,42,182,"2,06,53,588.80","6,98,80,032.20"
Nevada,2010,Dacoity -Property,Dacoity,#VALUE!,1,#VALUE!,"94,765.00"
Montana,2010,Dacoity -Property,Dacoity,99,113,"2,23,29,260.40","3,33,04,203.90"
Maryland,2010,Dacoity -Property,Dacoity,5,13,"4,18,800.00","13,84,163.00"
Delaware,2010,Dacoity -Property,Dacoity,44,211,"1,48,02,002.40","5,14,84,350.50"
Florida,2010,Dacoity -Property,Dacoity,128,547,"1,03,16,215.20","7,08,93,831.80"
Colorado,2010,Dacoity -Property,Dacoity,5,4,"43,200.00","39,600.00"
South Dakota,2010,Dacoity -Property,Dacoity,37,104,"98,70,564.00","4,65,10,522.30"
California,2010,Dacoity -Property,Dacoity,#VALUE!,2,#VALUE!,"4,45,500.00"
Hawaii,2010,Dacoity -Property,Dacoity,5,5,"16,92,000.00","28,46,800.00"
New York,2010,Dacoity -Property,Dacoity,28,27,"36,90,000.00","1,54,48,950.00"
Idaho,2010,Dacoity -Property,Dacoity,2,2,"1,80,000.00","2,97,000.00"
Minnesota,2010,Dacoity -Property,Dacoity,124,153,"2,60,80,384.80","11,85,67,820.80"
